objid,ra,dec,redshift,radius,magnitude,baryonic_density_proxy,Delta,KK_Mass_eV
1237645943976493256,50.907931201466,0.991258724475301,0.0222007,3.200332,17.9049,6.724344142671723,0.5370204617067491,1.877785109429793e-21
1237645943976493290,50.786797241229,1.02659853355104,0.1380212,5.962238,17.37105,3.167826471958326,0.25298937687951306,1.8523580645821583e-21
1237645943976493294,50.7929750109747,0.927009262171128,0.1487097,5.252011,17.61447,3.262576817589562,0.2605563415199551,1.8530309897256332e-21
1237645943977410753,52.9358806521154,1.04755438894682,0.03101574,10.13494,16.83215,1.8009333316749414,0.14382637603894063,1.842677418853248e-21
1237645943977541802,53.2679052316805,1.04734827470462,0.08767021,4.182746,16.55049,13.70506232499688,1.094515500892457,1.9287125559985177e-21
1237645943978328116,55.0255954395174,1.04687952894293,0.09765125,2.885818,17.80459,9.070393409540916,0.7243809586934932,1.8947487668224777e-21
1237645943978328117,55.025014576813,1.04290619923071,0.09756941,4.643789,18.05147,2.790403725451617,0.22284759155632292,1.849680000170767e-21
1237645943978328289,55.0531675060106,0.885874143375771,0.03877712,13.16649,16.84164,1.0578009987888908,0.08447824333657142,1.8374356342899663e-21
1237645943978393683,55.1108668441425,0.892602613955123,0.04054674,2.346706,18.76188,5.679768470572714,0.45359842116029875,1.870281007690336e-21
1237645943978393694,55.1236253006416,0.872487205618696,0.0406868,14.50363,15.40764,3.2658074542841145,0.2608143470551426,1.8530539382958403e-21
1237645943978393919,55.2270050805964,0.930211797118922,0.1386051,3.953498,18.69116,2.1358608395326732,0.17057440099005308,1.845044761365394e-21
1237645943978394262,55.2429245321159,0.987946251893411,0.1388552,4.601421,19.18089,1.0042921304529273,0.08020491101307622,1.8370587782333947e-21
1237645943978524678,55.4118987187162,1.04609774553728,0.09752747,4.297111,18.49097,2.1739965750337875,0.17362000214487408,1.8453145060636316e-21
1237645943978590386,55.5854993277786,1.02147552172556,0.03758542,13.784,16.15367,1.8187854494188187,0.1452520842284461,1.8428035249419312e-21
1237645943978590400,55.593625384354,1.00002820449244,0.07229859,7.766438,17.33766,1.9252726474832558,0.15375637893096278,1.8435559222223176e-21
1237645943978590447,55.6506011003738,0.88780197691662,0.04028767,2.303098,19.00714,4.704561645593996,0.37571632466165567,1.8633023127030464e-21
1237645943978590452,55.6556214005078,0.983725533782905,0.06966651,2.461958,18.79973,4.983640660102008,0.39800416984683834,1.8652967710520963e-21
1237645943978590674,55.5804530360606,0.970661447165057,0.1247911,4.641941,18.39027,2.044055895753845,0.16324266242209215,1.8443955610863426e-21
1237645943978590886,55.6724755495845,0.917053303404113,0.07245063,5.407398,19.01539,0.8469686351004265,0.06764072120973406,1.8359512167935135e-21
1237645943978655966,55.797029966971,0.961278456869579,0.1000678,3.370599,18.43174,3.731554808028826,0.2980099238489421,1.8563653131432816e-21
1237645943433461933,36.7913075977962,0.630729546044661,0.1323461,2.974326,18.26432,5.591069167896275,0.44651470571300417,1.8696451859456713e-21
1237645943978655982,55.8147588284992,0.998027448709593,0.1001597,4.560426,16.98527,7.724692031556313,0.6169103771777814,1.884999706049144e-21
1237645943978655993,55.8319963341421,0.890833609147749,0.1004212,3.984653,16.38268,17.625724823708797,1.4076279681580095,1.9579188723748584e-21
1237645943978721493,55.8833354370493,0.995625254458249,0.1430185,3.807311,17.92757,4.653024002432283,0.37160041858386467,1.8629342285531854e-21
1237645943978721574,55.9210776113015,0.914693455230002,0.1432213,3.262655,19.01821,2.320457902979075,0.1853167160974279,1.8463508345203457e-21
1237645943978721807,55.9596011048603,0.943500275522398,0.1391798,27.91449,19.2341,0.025983676745216226,0.0020751118304618505,1.8301822869014137e-21
1237645943978786994,56.0212218294548,0.898461008261342,0.1337825,3.53915,18.46821,3.2727894045259713,0.2613719404892297,1.853103534993585e-21
1237645943978787099,56.1396624293934,1.04715180542066,0.1031233,2.552258,17.58718,14.167031268381267,1.1314093257780897,1.932131146100042e-21
1237645943978787112,56.1398243394242,1.03464423755192,0.105235,3.33536,18.00314,5.655338019669141,0.4516473532575295,1.8701058617201075e-21
1237645943978787138,56.0127757950175,1.01880590760015,0.1391082,2.480398,18.91405,4.419134857550374,0.35292153274641636,1.8612646953881556e-21
1237645943978787182,56.1509965145075,0.979254661455099,0.1044729,8.839795,17.34884,1.4708880269770128,0.11746825424260368,1.8403475562630796e-21
1237645943978852519,56.1682611152072,0.866996096341836,0.1039954,2.199449,18.31367,9.770216954903187,0.780270359275894,1.899838616913942e-21
1237645943978852560,56.2434059362696,0.936547894912728,0.1307254,4.529769,16.66682,10.498322006268873,0.8384183812330305,1.905148673094377e-21
1237645943978852580,56.2755080816979,0.99131879494961,0.126912,3.323657,17.85087,6.552689708507663,0.523311772571727,1.8765499011966963e-21
1237645943978852725,56.1700384724235,1.04684571812846,0.1037631,6.011964,17.90368,1.9076348916823143,0.15234779014330901,1.8434312794503847e-21
1237645943978918089,56.3389981358199,0.867872906812484,0.04000779,4.911033,16.38565,11.571623510389745,0.9241345279774964,1.913003316643925e-21
1237645943978983579,56.5178995116382,0.885067351519781,0.04860179,6.990823,16.35591,5.869206464154695,0.468727343270727,1.871639677068623e-21
1237645943978983583,56.5188826089795,0.994071994575829,0.1373549,1.971859,18.37936,11.44206171799187,0.9137874469690255,1.912053440532366e-21
1237645943978983714,56.5536124215515,0.890587386376533,0.09915269,4.316504,18.197,2.8244617947685597,0.225567541594775,1.849921505720621e-21
1237645943978984136,56.5519218271942,1.029551210062,0.06694666,1.335426,21.38402,1.5673007632849512,0.12516798094724085,1.841027850283998e-21
1237645943979049162,56.6793786849622,0.981203828089436,0.1151391,4.49846,18.19402,2.6077399105120236,0.20825966979701185,1.8483852701398898e-21
